symbol,quantity,entry_price,exit_price,realized_pnl
RB.v.0,-1,1.8101,1.7794,1289.4
YM.v.0,2,46093,46429,336
NQ.v.0,1,24758.2,25033.5,550.5
6C.v.0,-2,0.71385,0.7152,-270
ZM.v.0,-1,277.3,281,-370
6N.v.0,-2,0.574,0.5741,-20
CL.v.0,-2,57.39,57.25,280
PL.v.0,1,1757.2,1629.8,-6370
ZR.v.0,-1,10.7,10.64,120
6M.v.0,1,0.05391,0.05409,90
