symbol,quantity,entry_price,exit_price,realized_pnl
YM.v.0,4,47387,47662,0
RB.v.0,-1,1.8631,1.8769,0
ZM.v.0,1,292,0,0
6B.v.0,-1,1.331,1.3321,0
6C.v.0,-1,0.7162,0.71635,0
6J.v.0,-1,0.006574,0.006565,0
NQ.v.0,1,25510.2,25717.8,0
ZR.v.0,-1,10.505,0,0
6M.v.0,1,0.05387,0.05398,0
CL.v.0,-1,61.44,61.92,0
6N.v.0,-1,0.57605,0.57715,0
