symbol,quantity,entry_price,exit_price,realized_pnl
6M.v.0,1,0,0.0538,0
NQ.v.0,1,0,24943.2,0
ZR.v.0,-1,0,10.585,0
CL.v.0,-1,0,58.69,0
6J.v.0,-1,0,0.0066615,0
PL.v.0,1,0,1693,0
6C.v.0,-2,0,0.7139,0
YM.v.0,2,0,46523,0
RB.v.0,-1,0,1.8387,0
RTY.v.0,1,0,2535,0
ZM.v.0,-1,0,275.9,0
6N.v.0,-2,0,0.573,0
