symbol,quantity,entry_price,exit_price,realized_pnl
CL.v.0,-1,0,62.05,90
YM.v.0,4,0,46899,124
RB.v.0,-1,0,1.9004,378
6N.v.0,-1,0,0.5799,135
ZR.v.0,-1,0,10.715,320
6C.v.0,-1,0,0.7188,10
ZM.v.0,-1,0,278.1,-140
6J.v.0,-1,0,0.00659,375
PL.v.0,1,0,1677.8,990
6M.v.0,2,0,0.05417,190
RTY.v.0,1,0,2501.3,1485
NQ.v.0,2,0,25378.8,1380
