symbol,quantity,entry_price,exit_price,realized_pnl
ZR.v.0,-1,10.505,0,0
6M.v.0,1,0.05406,0,0
CL.v.0,-1,61.67,0,0
6N.v.0,-1,0.5767,0,0
6B.v.0,-1,1.3327,0,0
6C.v.0,-1,0.71665,0,0
6J.v.0,-1,0.0065855,0,0
NQ.v.0,1,25297.2,0,0
RB.v.0,-1,1.8726,0,0
YM.v.0,4,46918,0,0
