symbol,quantity,entry_price,exit_price,realized_pnl
YM.v.0,1,46093,46429,0
RB.v.0,-1,1.8101,1.7794,0
ZM.v.0,-1,277.3,281,0
6C.v.0,-1,0.71385,0.7152,0
ZR.v.0,-1,10.7,10.64,0
6M.v.0,1,0.05391,0.05409,0
CL.v.0,-2,57.39,57.25,0
6N.v.0,-1,0.574,0.5741,0
NQ.v.0,1,24758.2,25033.5,0
